,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17419,20062901790386,ASP,2020-06-08,RES,blank,2017/05,5.95,0,253,0,23518,blank,BAL:22 SF (NI) / ,5730715,20062901790386,A,25.0,blank,blank,AVA 62,blank,blank,blank,SHANGHAI ST,上海街,62,blank,KTST,KIL1503sA /,|AVA 62|Phase |Block ,上海街AVA 62|Phase|Block,上海街AVA 62|Phase|Block|25|A,尖沙咀,2017,3,AVA 62blank,62 SHANGHAI ST|上海街,62 SHANGHAI ST,62 上海街,"blank,上海街","AVA 62,SHANGHAI ST","AVA 62,SHANGHAI ST|blank,上海街",SHANGHAI STblankAVA 62blank|Phaseblank|Blockblank|25|Aconsid5.95,25,近乎零,中層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16932,19050700580368,ASP,2019-04-24,RES,blank,1961/06,5.98,0,616,0,9708,blank,blank,5537984,19050700580368,E,12.0,blank,blank,LUCKY HSE,鴻運大樓,blank,blank,JORDAN RD,佐敦道,20,24,KTST,KIL1432sA / KIL1432RP,|LUCKY HSE鴻運大樓|Phase |Block ,佐敦道LUCKY HSE鴻運大樓|Phase|Block,佐敦道LUCKY HSE鴻運大樓|Phase|Block|12|E,尖沙咀,1961,59,LUCKY HSE鴻運大樓,20-24 JORDAN RD|佐敦道,20-24 JORDAN RD,20-24 佐敦道,"鴻運大樓,佐敦道","LUCKY HSE,JORDAN RD","LUCKY HSE,JORDAN RD|鴻運大樓,佐敦道",JORDAN RDblankLUCKY HSE鴻運大樓|Phaseblank|Blockblank|12|Econsid5.98,12,高,中層,東北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
17135,19090601120045,ASP,2019-08-23,RES,blank,1974/12,6.0,0,330,0,18182,RF,blank,5608846,19090601120045,C,13.0,blank,blank,HANG WAN BLDG,恒運大廈,blank,blank,GRANVILLE RD,加連威老道,42,44,KTST,KIL9530 / KIL9528,|HANG WAN BLDG恒運大廈|Phase |Block ,加連威老道HANG WAN BLDG恒運大廈|Phase|Block,加連威老道HANG WAN BLDG恒運大廈|Phase|Block|13|C,尖沙咀,1974,46,HANG WAN BLDG恒運大廈,42-44 GRANVILLE RD|加連威老道,42-44 GRANVILLE RD,42-44 加連威老道,"恒運大廈,加連威老道","HANG WAN BLDG,GRANVILLE RD","HANG WAN BLDG,GRANVILLE RD|恒運大廈,加連威老道",GRANVILLE RDblankHANG WAN BLDG恒運大廈|Phaseblank|Blockblank|13|Cconsid6.0,13,中,中層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
17159,19100801400036,ASP,2019-09-11,RES,blank,1965/01,6.0,0,600,0,10000,blank,FR:150 SF / ,5621751,19100801400036,B,1.0,blank,blank,KIMBRY COURT,金碧閣,blank,blank,KIMBERLEY RD,金巴利道,58,60A,KTST,KIL8678 / KIL8251,|KIMBRY COURT金碧閣|Phase |Block ,金巴利道KIMBRY COURT金碧閣|Phase|Block,金巴利道KIMBRY COURT金碧閣|Phase|Block|1|B,尖沙咀,1965,55,KIMBRY COURT金碧閣,58-60A KIMBERLEY RD|金巴利道,58-60A KIMBERLEY RD,58-60A 金巴利道,"金碧閣,金巴利道","KIMBRY COURT,KIMBERLEY RD","KIMBRY COURT,KIMBERLEY RD|金碧閣,金巴利道",KIMBERLEY RDblankKIMBRY COURT金碧閣|Phaseblank|Blockblank|1|Bconsid6.0,1,近乎零,高層,西北,呂字型,有,業主減價 上車筍盤 歡迎約睇
16921,19050200370036,ASP,2019-04-26,RES,blank,1977/02,6.0,0,490,0,12245,blank,blank,5535171,19050200370036,B,9.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|9|B,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|9|Bconsid6.0,9,低,中層,北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16971,19052302250049,ASP,2019-05-16,RES,blank,1980/05,6.0,540,418,11111,14354,blank,blank,5550671,19052302250049,A,9.0,blank,blank,YIU PONT HSE,耀邦大廈,blank,blank,KNUTSFORD TERR,諾士佛臺,12,blank,KTST,KIL7419RP,|YIU PONT HSE耀邦大廈|Phase |Block ,諾士佛臺YIU PONT HSE耀邦大廈|Phase|Block,諾士佛臺YIU PONT HSE耀邦大廈|Phase|Block|9|A,尖沙咀,1980,40,YIU PONT HSE耀邦大廈,12 KNUTSFORD TERR|諾士佛臺,12 KNUTSFORD TERR,12 諾士佛臺,"耀邦大廈,諾士佛臺","YIU PONT HSE,KNUTSFORD TERR","YIU PONT HSE,KNUTSFORD TERR|耀邦大廈,諾士佛臺",KNUTSFORD TERRblankYIU PONT HSE耀邦大廈|Phaseblank|Blockblank|9|Aconsid6.0,9,低,低層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16976,19053000710062,ASP,2019-05-15,RES,blank,1966/05,6.0,0,438,0,13699,blank,blank,5556204,19053000710062,B,6.0,blank,blank,WAI HANG BLDG,煒亨大廈,blank,blank,CANTON RD,廣東道,308,310A,KTST,KIL9326RP,|WAI HANG BLDG煒亨大廈|Phase |Block ,廣東道WAI HANG BLDG煒亨大廈|Phase|Block,廣東道WAI HANG BLDG煒亨大廈|Phase|Block|6|B,尖沙咀,1966,54,WAI HANG BLDG煒亨大廈,308-310A CANTON RD|廣東道,308-310A CANTON RD,308-310A 廣東道,"煒亨大廈,廣東道","WAI HANG BLDG,CANTON RD","WAI HANG BLDG,CANTON RD|煒亨大廈,廣東道",CANTON RDblankWAI HANG BLDG煒亨大廈|Phaseblank|Blockblank|6|Bconsid6.0,6,近乎零,中層,東,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17023,19062502230020,ASP,2019-06-18,RES,blank,1959/01,6.0,0,563,0,10657,blank,blank,5571278,19062502230020,E,5.0,blank,blank,COMPANION COURT,良友大廈,blank,blank,AUSTIN AVE,柯士甸路,15C,blank,KTST,KIL6018sE,|COMPANION COURT良友大廈|Phase |Block ,柯士甸路COMPANION COURT良友大廈|Phase|Block,柯士甸路COMPANION COURT良友大廈|Phase|Block|5|E,尖沙咀,1959,61,COMPANION COURT良友大廈,15C AUSTIN AVE|柯士甸路,15C AUSTIN AVE,15C 柯士甸路,"良友大廈,柯士甸路","COMPANION COURT,AUSTIN AVE","COMPANION COURT,AUSTIN AVE|良友大廈,柯士甸路",AUSTIN AVEblankCOMPANION COURT良友大廈|Phaseblank|Blockblank|5|Econsid6.0,5,高,低層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17337,20040300720218,ASP,2020-03-30,RES,blank,1965/09,6.0,0,565,0,10619,blank,blank,5692210,20040300720218,B,12.0,blank,blank,LUEN TAK BLDG,聯德大廈,blank,blank,JORDAN RD,佐敦道,40,44A,KTST,KIL1654sFss3RP /,|LUEN TAK BLDG聯德大廈|Phase |Block ,佐敦道LUEN TAK BLDG聯德大廈|Phase|Block,佐敦道LUEN TAK BLDG聯德大廈|Phase|Block|12|B,尖沙咀,1965,55,LUEN TAK BLDG聯德大廈,40-44A JORDAN RD|佐敦道,40-44A JORDAN RD,40-44A 佐敦道,"聯德大廈,佐敦道","LUEN TAK BLDG,JORDAN RD","LUEN TAK BLDG,JORDAN RD|聯德大廈,佐敦道",JORDAN RDblankLUEN TAK BLDG聯德大廈|Phaseblank|Blockblank|12|Bconsid6.0,12,近乎零,中層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
17342,20040701420010,ASP,2020-03-27,RES,blank,1976/08,6.0,518,410,11583,14634,blank,blank,5693738,20040701420010,A,3.0,blank,blank,LUCKY BLDG,幸運大廈,blank,blank,AUSTIN RD,柯士甸道,55,73,KTST,KIL8705RP / KIL8873 /,|LUCKY BLDG幸運大廈|Phase |Block ,柯士甸道LUCKY BLDG幸運大廈|Phase|Block,柯士甸道LUCKY BLDG幸運大廈|Phase|Block|3|A,尖沙咀,1976,44,LUCKY BLDG幸運大廈,55-73 AUSTIN RD|柯士甸道,55-73 AUSTIN RD,55-73 柯士甸道,"幸運大廈,柯士甸道","LUCKY BLDG,AUSTIN RD","LUCKY BLDG,AUSTIN RD|幸運大廈,柯士甸道",AUSTIN RDblankLUCKY BLDG幸運大廈|Phaseblank|Blockblank|3|Aconsid6.0,3,近乎零,高層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16793,19012801280043,ASP,2019-01-08,RES,blank,2004/10,6.0,420,331,14286,18127,blank,blank,5490822,19012801280043,D,29.0,blank,blank,KIMBERLEY 26,金巴利道26號,blank,blank,KIMBERLEY RD,金巴利道,26,blank,KTST,KIL11147,|KIMBERLEY 26金巴利道26號|Phase |Block ,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block|29|D,尖沙咀,2004,16,KIMBERLEY 26金巴利道26號,26 KIMBERLEY RD|金巴利道,26 KIMBERLEY RD,26 金巴利道,"金巴利道26號,金巴利道","KIMBERLEY 26,KIMBERLEY RD","KIMBERLEY 26,KIMBERLEY RD|金巴利道26號,金巴利道",KIMBERLEY RDblankKIMBERLEY 26金巴利道26號|Phaseblank|Blockblank|29|Dconsid6.0,29,很低,中層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
17420,20062901790536,ASP,2020-06-18,RES,blank,1972/02,6.05,0,442,0,13688,blank,blank,5730729,20062901790536,blank,9.0,blank,blank,NEW KNUTSFORD HSE,樂福大廈,blank,blank,KNUTSFORD TERR,諾士佛臺,14,blank,KTST,KIL6348RP / KIL71405RP,|NEW KNUTSFORD HSE樂福大廈|Phase |Block ,諾士佛臺NEW KNUTSFORD HSE樂福大廈|Phase|Block,諾士佛臺NEW KNUTSFORD HSE樂福大廈|Phase|Block|9|,尖沙咀,1972,48,NEW KNUTSFORD HSE樂福大廈,14 KNUTSFORD TERR|諾士佛臺,14 KNUTSFORD TERR,14 諾士佛臺,"樂福大廈,諾士佛臺","NEW KNUTSFORD HSE,KNUTSFORD TERR","NEW KNUTSFORD HSE,KNUTSFORD TERR|樂福大廈,諾士佛臺",KNUTSFORD TERRblankNEW KNUTSFORD HSE樂福大廈|Phaseblank|Blockblank|9|blankconsid6.05,9,中,高層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17388,20052902080222,ASP,2020-05-14,RES,blank,1984/08,6.1,531,433,11488,14088,blank,blank,5714778,20052902080222,A,4.0,blank,blank,CARLTON BLDG,嘉寶大廈,blank,blank,KNUTSFORD TERR,諾士佛臺,2,3,KTST,KIL7408 / KIL7402,|CARLTON BLDG嘉寶大廈|Phase |Block ,諾士佛臺CARLTON BLDG嘉寶大廈|Phase|Block,諾士佛臺CARLTON BLDG嘉寶大廈|Phase|Block|4|A,尖沙咀,1984,36,CARLTON BLDG嘉寶大廈,2-3 KNUTSFORD TERR|諾士佛臺,2-3 KNUTSFORD TERR,2-3 諾士佛臺,"嘉寶大廈,諾士佛臺","CARLTON BLDG,KNUTSFORD TERR","CARLTON BLDG,KNUTSFORD TERR|嘉寶大廈,諾士佛臺",KNUTSFORD TERRblankCARLTON BLDG嘉寶大廈|Phaseblank|Blockblank|4|Aconsid6.1,4,低,低層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
17172,19102200530037,ASP,2019-10-02,RES,blank,1976/08,6.1,615,440,9919,13864,blank,blank,5629794,19102200530037,B,5.0,blank,blank,HONG SHUN BLDG,康信大廈,blank,blank,WOOSUNG ST,吳松街,166,172,KTST,KIL9787RP / KIL8876RP /,|HONG SHUN BLDG康信大廈|Phase |Block ,吳松街HONG SHUN BLDG康信大廈|Phase|Block,吳松街HONG SHUN BLDG康信大廈|Phase|Block|5|B,尖沙咀,1976,44,HONG SHUN BLDG康信大廈,166-172 WOOSUNG ST|吳松街,166-172 WOOSUNG ST,166-172 吳松街,"康信大廈,吳松街","HONG SHUN BLDG,WOOSUNG ST","HONG SHUN BLDG,WOOSUNG ST|康信大廈,吳松街",WOOSUNG STblankHONG SHUN BLDG康信大廈|Phaseblank|Blockblank|5|Bconsid6.1,5,近乎零,低層,西南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16970,19052301600082,ASP,2019-05-02,RES,blank,1978/09,6.13,571,440,10736,13932,blank,blank,5550232,19052301600082,B,6.0,blank,blank,HANG LUNG BANK TST BRANCH BLDG,恒隆銀行尖沙咀分行,blank,blank,GRANVILLE RD,加連威老道,46,48,KTST,KIL9428 / KIL9563,|HANG LUNG BANK TST BRANCH BLDG恒隆銀行尖沙咀分行|Phase |Block ,加連威老道HANG LUNG BANK TST BRANCH BLDG恒隆銀行尖沙咀分行|Phase|Block,加連威老道HANG LUNG BANK TST BRANCH BLDG恒隆銀行尖沙咀分行|Phase|Block|6|B,尖沙咀,1978,42,HANG LUNG BANK TST BRANCH BLDG恒隆銀行尖沙咀分行,46-48 GRANVILLE RD|加連威老道,46-48 GRANVILLE RD,46-48 加連威老道,"恒隆銀行尖沙咀分行,加連威老道","HANG LUNG BANK TST BRANCH BLDG,GRANVILLE RD","HANG LUNG BANK TST BRANCH BLDG,GRANVILLE RD|恒隆銀行尖沙咀分行,加連威老道",GRANVILLE RDblankHANG LUNG BANK TST BRANCH BLDG恒隆銀行尖沙咀分行|Phaseblank|Blockblank|6|Bconsid6.13,6,低,中層,東北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17351,20042400950016,ASP,2020-04-16,RES,blank,1973/11,6.15,0,439,0,14009,blank,blank,5699850,20042400950016,C,6.0,blank,blank,LOK FUN MANS,樂芬大廈,blank,blank,KNUTSFORD TERR,諾士佛臺,7,8,KTST,KIL7407 / KIL7406,|LOK FUN MANS樂芬大廈|Phase |Block ,諾士佛臺LOK FUN MANS樂芬大廈|Phase|Block,諾士佛臺LOK FUN MANS樂芬大廈|Phase|Block|6|C,尖沙咀,1973,47,LOK FUN MANS樂芬大廈,7-8 KNUTSFORD TERR|諾士佛臺,7-8 KNUTSFORD TERR,7-8 諾士佛臺,"樂芬大廈,諾士佛臺","LOK FUN MANS,KNUTSFORD TERR","LOK FUN MANS,KNUTSFORD TERR|樂芬大廈,諾士佛臺",KNUTSFORD TERRblankLOK FUN MANS樂芬大廈|Phaseblank|Blockblank|6|Cconsid6.15,6,中,高層,西北,四正,基本,業主減價 上車筍盤 歡迎約睇
17402,20060801910032,ASP,2020-05-27,RES,blank,1961/04,6.18,0,675,0,9156,blank,blank,5719515,20060801910032,C2,6.0,blank,blank,TSIMSHATSUI MANS,華源大廈,blank,blank,NATHAN RD,彌敦道,83,97,KTST,KIL6520sC / KIL6520RP /,|TSIMSHATSUI MANS華源大廈|Phase |Block ,彌敦道TSIMSHATSUI MANS華源大廈|Phase|Block,彌敦道TSIMSHATSUI MANS華源大廈|Phase|Block|6|C2,尖沙咀,1961,59,TSIMSHATSUI MANS華源大廈,83-97 NATHAN RD|彌敦道,83-97 NATHAN RD,83-97 彌敦道,"華源大廈,彌敦道","TSIMSHATSUI MANS,NATHAN RD","TSIMSHATSUI MANS,NATHAN RD|華源大廈,彌敦道",NATHAN RDblankTSIMSHATSUI MANS華源大廈|Phaseblank|Blockblank|6|C2consid6.18,6,高,高層,東北,四正,基本,業主減價 上車筍盤 歡迎約睇
17383,20052700660132,ASP,2020-05-22,RES,blank,1980/07,6.18,612,450,10098,13733,blank,blank,5712802,20052700660132,A,5.0,blank,blank,KA WOO BLDG,嘉和大廈,blank,blank,WOOSUNG ST,吳松街,131,137,KTST,KIL1488sARP /,|KA WOO BLDG嘉和大廈|Phase |Block ,吳松街KA WOO BLDG嘉和大廈|Phase|Block,吳松街KA WOO BLDG嘉和大廈|Phase|Block|5|A,尖沙咀,1980,40,KA WOO BLDG嘉和大廈,131-137 WOOSUNG ST|吳松街,131-137 WOOSUNG ST,131-137 吳松街,"嘉和大廈,吳松街","KA WOO BLDG,WOOSUNG ST","KA WOO BLDG,WOOSUNG ST|嘉和大廈,吳松街",WOOSUNG STblankKA WOO BLDG嘉和大廈|Phaseblank|Blockblank|5|Aconsid6.18,5,低,高層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17168,19101500400018,ASP,2019-09-16,RES,blank,1962/11,6.2,0,585,0,10598,blank,blank,5625714,19101500400018,A1,2.0,blank,blank,FRIEND'S HSE,集友大廈,blank,blank,CARNARVON RD,加拿分道,4B,6H,KTST,KIL7925,|FRIEND'S HSE集友大廈|Phase |Block ,加拿分道FRIEND'S HSE集友大廈|Phase|Block,加拿分道FRIEND'S HSE集友大廈|Phase|Block|2|A1,尖沙咀,1962,58,FRIEND'S HSE集友大廈,4B-6H CARNARVON RD|加拿分道,4B-6H CARNARVON RD,4B-6H 加拿分道,"集友大廈,加拿分道","FRIEND'S HSE,CARNARVON RD","FRIEND'S HSE,CARNARVON RD|集友大廈,加拿分道",CARNARVON RDblankFRIEND'S HSE集友大廈|Phaseblank|Blockblank|2|A1consid6.2,2,高,中層,北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17321,20032500350020,ASP,2020-03-12,RES,blank,2004/10,6.2,412,318,15049,19497,blank,BW:6 SF (GI/NE) / ,5688119,20032500350020,E,10.0,blank,blank,KIMBERLEY 26,金巴利道26號,blank,blank,KIMBERLEY RD,金巴利道,26,blank,KTST,KIL11147,|KIMBERLEY 26金巴利道26號|Phase |Block ,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block|10|E,尖沙咀,2004,16,KIMBERLEY 26金巴利道26號,26 KIMBERLEY RD|金巴利道,26 KIMBERLEY RD,26 金巴利道,"金巴利道26號,金巴利道","KIMBERLEY 26,KIMBERLEY RD","KIMBERLEY 26,KIMBERLEY RD|金巴利道26號,金巴利道",KIMBERLEY RDblankKIMBERLEY 26金巴利道26號|Phaseblank|Blockblank|10|Econsid6.2,10,很低,高層,西北,四正,良好,業主減價 上車筍盤 歡迎約睇
16908,19042602280052,ASP,2019-03-29,RES,blank,1977/02,6.2,0,490,0,12653,blank,blank,5533032,19042602280052,B,10.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|10|B,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|10|Bconsid6.2,10,低,高層,西北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17268,20010900920022,ASP,2020-01-03,RES,blank,1962/07,6.28,0,572,0,10979,blank,blank,5660751,20010900920022,D,14.0,blank,blank,GOLDEN MANS,金德大廈,blank,blank,CHATHAM RD S,漆咸道南,83,85A,KTST,KIL10510,|GOLDEN MANS金德大廈|Phase |Block ,漆咸道南GOLDEN MANS金德大廈|Phase|Block,漆咸道南GOLDEN MANS金德大廈|Phase|Block|14|D,尖沙咀,1962,58,GOLDEN MANS金德大廈,83-85A CHATHAM RD S|漆咸道南,83-85A CHATHAM RD S,83-85A 漆咸道南,"金德大廈,漆咸道南","GOLDEN MANS,CHATHAM RD S","GOLDEN MANS,CHATHAM RD S|金德大廈,漆咸道南",CHATHAM RD SblankGOLDEN MANS金德大廈|Phaseblank|Blockblank|14|Dconsid6.28,14,高,低層,西南,四正,良好,單位實用四正 交通方便 配套完善
17424,20070600590041,ASP,2020-06-29,RES,blank,1976/08,6.3,526,420,11977,15000,blank,blank,5733454,20070600590041,C,8.0,blank,blank,LUCKY BLDG,幸運大廈,blank,blank,AUSTIN RD,柯士甸道,55,73,KTST,KIL8705RP / KIL8873 /,|LUCKY BLDG幸運大廈|Phase |Block ,柯士甸道LUCKY BLDG幸運大廈|Phase|Block,柯士甸道LUCKY BLDG幸運大廈|Phase|Block|8|C,尖沙咀,1976,44,LUCKY BLDG幸運大廈,55-73 AUSTIN RD|柯士甸道,55-73 AUSTIN RD,55-73 柯士甸道,"幸運大廈,柯士甸道","LUCKY BLDG,AUSTIN RD","LUCKY BLDG,AUSTIN RD|幸運大廈,柯士甸道",AUSTIN RDblankLUCKY BLDG幸運大廈|Phaseblank|Blockblank|8|Cconsid6.3,8,近乎零,低層,南,呂字型,有,業主減價 上車筍盤 歡迎約睇
16808,19020801430021,ASP,2019-01-29,RES,blank,1962/10,6.38,0,456,0,13991,blank,blank,5495533,19020801430021,blank,1.0,A,blank,WAI ON BLDG,偉安大廈,blank,blank,AUSTIN RD,柯士甸道,1C,blank,KTST,KIL7847,|WAI ON BLDG偉安大廈|Phase |Block A,柯士甸道WAI ON BLDG偉安大廈|Phase|BlockA,柯士甸道WAI ON BLDG偉安大廈|Phase|BlockA|1|,尖沙咀,1962,58,WAI ON BLDG偉安大廈,1C AUSTIN RD|柯士甸道,1C AUSTIN RD,1C 柯士甸道,"偉安大廈,柯士甸道","WAI ON BLDG,AUSTIN RD","WAI ON BLDG,AUSTIN RD|偉安大廈,柯士甸道",AUSTIN RDblankWAI ON BLDG偉安大廈|Phaseblank|BlockA|1|blankconsid6.38,1,高,高層,西南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
17380,20052600500103,ASP,2020-05-18,RES,blank,1963/06,6.38,0,665,0,9594,blank,blank,5711920,20052600500103,11,9.0,blank,blank,KIU FUNG MANS,僑豐大廈,blank,blank,AUSTIN AVE,柯士甸路,14,18C,KTST,KIL1172RP,|KIU FUNG MANS僑豐大廈|Phase |Block ,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block|9|11,尖沙咀,1963,57,KIU FUNG MANS僑豐大廈,14-18C AUSTIN AVE|柯士甸路,14-18C AUSTIN AVE,14-18C 柯士甸路,"僑豐大廈,柯士甸路","KIU FUNG MANS,AUSTIN AVE","KIU FUNG MANS,AUSTIN AVE|僑豐大廈,柯士甸路",AUSTIN AVEblankKIU FUNG MANS僑豐大廈|Phaseblank|Blockblank|9|11consid6.38,9,高,中層,西北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16826,19030600730017,ASP,2019-02-28,RES,blank,1965/09,6.38,0,604,0,10563,blank,blank,5506954,19030600730017,B,7.0,blank,blank,PRAT BLDG,華寶大廈,blank,blank,PRAT AVE,寶勒巷,13,15,KTST,KIL8406,|PRAT BLDG華寶大廈|Phase |Block ,寶勒巷PRAT BLDG華寶大廈|Phase|Block,寶勒巷PRAT BLDG華寶大廈|Phase|Block|7|B,尖沙咀,1965,55,PRAT BLDG華寶大廈,13-15 PRAT AVE|寶勒巷,13-15 PRAT AVE,13-15 寶勒巷,"華寶大廈,寶勒巷","PRAT BLDG,PRAT AVE","PRAT BLDG,PRAT AVE|華寶大廈,寶勒巷",PRAT AVEblankPRAT BLDG華寶大廈|Phaseblank|Blockblank|7|Bconsid6.38,7,近乎零,低層,西,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17079,19080202200121,ASP,2019-07-15,RES,blank,1976/06,6.38,543,440,11750,14500,blank,blank,5591792,19080202200121,C,12.0,blank,blank,KA SHUN HSE,嘉信樓,blank,blank,JORDAN RD,佐敦道,14,16,KTST,KIL10079 / KIL10181,|KA SHUN HSE嘉信樓|Phase |Block ,佐敦道KA SHUN HSE嘉信樓|Phase|Block,佐敦道KA SHUN HSE嘉信樓|Phase|Block|12|C,尖沙咀,1976,44,KA SHUN HSE嘉信樓,14-16 JORDAN RD|佐敦道,14-16 JORDAN RD,14-16 佐敦道,"嘉信樓,佐敦道","KA SHUN HSE,JORDAN RD","KA SHUN HSE,JORDAN RD|嘉信樓,佐敦道",JORDAN RDblankKA SHUN HSE嘉信樓|Phaseblank|Blockblank|12|Cconsid6.38,12,近乎零,高層,東,沒資料,良好,單位實用四正 交通方便 配套完善
17176,19102501080026,ASP,2019-10-04,RES,blank,1988/09,6.38,519,438,12293,14566,blank,blank,5631883,19102501080026,F,5.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|5|F,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|5|Fconsid6.38,5,低,低層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
