,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
27679,19120500460024,ASP,2019-11-23,RES,blank,1971/01,1.25,0,213,0,5869,blank,blank,5649634,19120500460024,B2,5.0,blank,blank,HUNG WAN BLDG,鴻運樓,blank,blank,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,472,blank,NKC,KCTL55 / DD444LOT311,|HUNG WAN BLDG鴻運樓|Phase |Block ,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block|5|B2,葵涌,1971,49,HUNG WAN BLDG鴻運樓,472 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,472 CASTLE PEAK RD KWAI CHUNG,472 青山公路葵涌段,"鴻運樓,青山公路葵涌段","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG|鴻運樓,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGblankHUNG WAN BLDG鴻運樓|Phaseblank|Blockblank|5|B2consid1.25,5,中,中層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27287,19060400120417,ASP,2019-05-10,RES,blank,1990/03,5.67,437,320,12975,17719,blank,BW:28 SF (GI/NE) / ,5558880,19060400120417,D,5.0,1,blank,blank,blank,KWAI CHUNG PLAZA,葵涌廣場,KWAI FOO RD,葵富路,7,11,NKC,KCTL398,KWAI CHUNG PLAZA||Phase |Block 1,葵富路KWAI CHUNG PLAZA|Phase|Block1,葵富路KWAI CHUNG PLAZA|Phase|Block1|5|D,葵涌,1990,30,blankblank,7-11 KWAI FOO RD|葵富路,7-11 KWAI FOO RD,7-11 葵富路,"葵涌廣場1座,葵富路","KWAI CHUNG PLAZA(BLOCK 1),KWAI FOO RD","KWAI CHUNG PLAZA(Block 1),KWAI FOO RD|葵涌廣場1座,葵富路",KWAI FOO RDKWAI CHUNG PLAZAblankblank|Phaseblank|Block1|5|Dconsid5.67,5,低,高層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
26998,19022601630075,ASP,2019-02-15,RES,blank,1977/08,5.68,518,430,10965,13209,blank,blank,5503868,19022601630075,1,13.0,B,blank,blank,blank,LAI CHI KOK BAY GDN,荔灣花園,LAI KING HILL RD,荔景山路,272,blank,NKC,SD4LOT3336,LAI CHI KOK BAY GDN||Phase |Block B,荔景山路LAI CHI KOK BAY GDN|Phase|BlockB,荔景山路LAI CHI KOK BAY GDN|Phase|BlockB|13|1,葵涌,1977,43,blankblank,272 LAI KING HILL RD|荔景山路,272 LAI KING HILL RD,272 荔景山路,"荔灣花園B座,荔景山路","LAI CHI KOK BAY GDN(BLOCK B),LAI KING HILL RD","LAI CHI KOK BAY GDN(Block B),LAI KING HILL RD|荔灣花園B座,荔景山路",LAI KING HILL RDLAI CHI KOK BAY GDNblankblank|Phaseblank|BlockB|13|1consid5.68,13,低,高層,西北,四正,基本,單位實用四正 交通方便 配套完善
28057,20052701470046,ASP,2020-05-13,RES,blank,1984/05,5.68,506,413,11225,13753,blank,BW:23 SF (GI/NE) / ,5713068,20052701470046,A,16.0,3,blank,blank,blank,KWAI FONG TERR,葵芳閣,KWAI YI RD,葵義路,15,blank,NKC,KCTL380,KWAI FONG TERR||Phase |Block 3,葵義路KWAI FONG TERR|Phase|Block3,葵義路KWAI FONG TERR|Phase|Block3|16|A,葵涌,1984,36,blankblank,15 KWAI YI RD|葵義路,15 KWAI YI RD,15 葵義路,"葵芳閣3座,葵義路","KWAI FONG TERR(BLOCK 3),KWAI YI RD","KWAI FONG TERR(Block 3),KWAI YI RD|葵芳閣3座,葵義路",KWAI YI RDKWAI FONG TERRblankblank|Phaseblank|Block3|16|Aconsid5.68,16,低,高層,南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28194,20062201190060,ASP,2020-05-29,RES,blank,1974/10,5.687,0,301,0,18894,blank,blank,5727211,20062201190060,E,9.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|9|E,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|9|Econsid5.687,9,中,中層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27586,19102902120018,ASP,2019-10-11,RES,blank,1974/10,5.7,0,560,0,10179,RF                                                                                ,blank,5633238,19102902120018,C,14.0,blank,blank,KWAI FUNG HSE,葵豐樓,blank,blank,PING LAI PATH,屏麗徑,3,21,NKC,KCTL198,|KWAI FUNG HSE葵豐樓|Phase |Block ,屏麗徑KWAI FUNG HSE葵豐樓|Phase|Block,屏麗徑KWAI FUNG HSE葵豐樓|Phase|Block|14|C,葵涌,1974,46,KWAI FUNG HSE葵豐樓,3-21 PING LAI PATH|屏麗徑,3-21 PING LAI PATH,3-21 屏麗徑,"葵豐樓,屏麗徑","KWAI FUNG HSE,PING LAI PATH","KWAI FUNG HSE,PING LAI PATH|葵豐樓,屏麗徑",PING LAI PATHblankKWAI FUNG HSE葵豐樓|Phaseblank|Blockblank|14|Cconsid5.7,14,中,高層,北,沒資料,有,單位實用四正 交通方便 配套完善
27702,19121601650144,ASP,2019-12-09,RES,blank,1977/08,5.7,477,400,11950,14250,blank,blank,5653280,19121601650144,4,3.0,B,blank,blank,blank,LAI CHI KOK BAY GDN,荔灣花園,LAI KING HILL RD,荔景山路,272,blank,NKC,SD4LOT3336,LAI CHI KOK BAY GDN||Phase |Block B,荔景山路LAI CHI KOK BAY GDN|Phase|BlockB,荔景山路LAI CHI KOK BAY GDN|Phase|BlockB|3|4,葵涌,1977,43,blankblank,272 LAI KING HILL RD|荔景山路,272 LAI KING HILL RD,272 荔景山路,"荔灣花園B座,荔景山路","LAI CHI KOK BAY GDN(BLOCK B),LAI KING HILL RD","LAI CHI KOK BAY GDN(Block B),LAI KING HILL RD|荔灣花園B座,荔景山路",LAI KING HILL RDLAI CHI KOK BAY GDNblankblank|Phaseblank|BlockB|3|4consid5.7,3,低,中層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27016,19030702020057,ASP,2019-03-01,RES,blank,1981/01,5.7,647,520,8810,10962,blank,blank,5507582,19030702020057,4,18.0,A,blank,blank,blank,KWAI SING CTR,葵星中心,WO YI HOP RD,和宜合道,3,blank,NKC,KCTL367,KWAI SING CTR||Phase |Block A,和宜合道KWAI SING CTR|Phase|BlockA,和宜合道KWAI SING CTR|Phase|BlockA|18|4,葵涌,1981,39,blankblank,3 WO YI HOP RD|和宜合道,3 WO YI HOP RD,3 和宜合道,"葵星中心A座,和宜合道","KWAI SING CTR(BLOCK A),WO YI HOP RD","KWAI SING CTR(Block A),WO YI HOP RD|葵星中心A座,和宜合道",WO YI HOP RDKWAI SING CTRblankblank|Phaseblank|BlockA|18|4consid5.7,18,低,高層,東南,呂字型,有,單位實用四正 交通方便 配套完善
27008,19030401850056,ASP,2019-02-21,RES,blank,1983/07,5.7,510,402,11176,14179,blank,BW:12 SF (GI/NE) / ,5506297,19030401850056,8,1.0,E,blank,blank,blank,NEW KWAI FONG GDN,新葵芳花園,KWAI YI RD,葵義路,12,blank,NKC,KCTL375,NEW KWAI FONG GDN||Phase |Block E,葵義路NEW KWAI FONG GDN|Phase|BlockE,葵義路NEW KWAI FONG GDN|Phase|BlockE|1|8,葵涌,1983,37,blankblank,12 KWAI YI RD|葵義路,12 KWAI YI RD,12 葵義路,"新葵芳花園E座,葵義路","NEW KWAI FONG GDN(BLOCK E),KWAI YI RD","NEW KWAI FONG GDN(Block E),KWAI YI RD|新葵芳花園E座,葵義路",KWAI YI RDNEW KWAI FONG GDNblankblank|Phaseblank|BlockE|1|8consid5.7,1,低,低層,北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28244,20070601530146,ASP,2020-06-26,RES,blank,1992/08,5.73,573,471,10000,12166,blank,BW:21 SF (GI/NE) / ,5733728,20070601530146,H,15.0,2,blank,blank,blank,GREENKNOLL COURT,嘉翠園,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,382,blank,NKC,KCTL416,GREENKNOLL COURT||Phase |Block 2,青山公路葵涌段GREENKNOLL COURT|Phase|Block2,青山公路葵涌段GREENKNOLL COURT|Phase|Block2|15|H,葵涌,1992,28,blankblank,382 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,382 CASTLE PEAK RD KWAI CHUNG,382 青山公路葵涌段,"嘉翠園2座,青山公路葵涌段","GREENKNOLL COURT(BLOCK 2),CASTLE PEAK RD KWAI CHUNG","GREENKNOLL COURT(Block 2),CASTLE PEAK RD KWAI CHUNG|嘉翠園2座,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGGREENKNOLL COURTblankblank|Phaseblank|Block2|15|Hconsid5.73,15,低,高層,東,四正,有,業主減價 上車筍盤 歡迎約睇
28302,20072000440018,ASP,2020-07-07,RES,blank,1981/01,5.74,560,460,10250,12478,blank,blank,5741467,20072000440018,3,14.0,B,blank,blank,blank,KWAI SING CTR,葵星中心,WO YI HOP RD,和宜合道,3,blank,NKC,KCTL367,KWAI SING CTR||Phase |Block B,和宜合道KWAI SING CTR|Phase|BlockB,和宜合道KWAI SING CTR|Phase|BlockB|14|3,葵涌,1981,39,blankblank,3 WO YI HOP RD|和宜合道,3 WO YI HOP RD,3 和宜合道,"葵星中心B座,和宜合道","KWAI SING CTR(BLOCK B),WO YI HOP RD","KWAI SING CTR(Block B),WO YI HOP RD|葵星中心B座,和宜合道",WO YI HOP RDKWAI SING CTRblankblank|Phaseblank|BlockB|14|3consid5.74,14,低,高層,北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27540,19101101630018,ASP,2019-09-25,RES,blank,1990/03,5.75,437,320,13158,17969,blank,BW:28 SF (GI/NE) / ,5624362,19101101630018,E,21.0,2,blank,blank,blank,KWAI CHUNG PLAZA,葵涌廣場,KWAI FOO RD,葵富路,7,11,NKC,KCTL398,KWAI CHUNG PLAZA||Phase |Block 2,葵富路KWAI CHUNG PLAZA|Phase|Block2,葵富路KWAI CHUNG PLAZA|Phase|Block2|21|E,葵涌,1990,30,blankblank,7-11 KWAI FOO RD|葵富路,7-11 KWAI FOO RD,7-11 葵富路,"葵涌廣場2座,葵富路","KWAI CHUNG PLAZA(BLOCK 2),KWAI FOO RD","KWAI CHUNG PLAZA(Block 2),KWAI FOO RD|葵涌廣場2座,葵富路",KWAI FOO RDKWAI CHUNG PLAZAblankblank|Phaseblank|Block2|21|Econsid5.75,21,低,中層,東北,四正,有,單位實用四正 交通方便 配套完善
27542,19101400450031,ASP,2019-09-26,RES,blank,1990/03,5.75,437,320,13158,17969,blank,BW:28 SF (GI/NE) / ,5625003,19101400450031,E,13.0,3,blank,blank,blank,KWAI CHUNG PLAZA,葵涌廣場,KWAI FOO RD,葵富路,7,11,NKC,KCTL398,KWAI CHUNG PLAZA||Phase |Block 3,葵富路KWAI CHUNG PLAZA|Phase|Block3,葵富路KWAI CHUNG PLAZA|Phase|Block3|13|E,葵涌,1990,30,blankblank,7-11 KWAI FOO RD|葵富路,7-11 KWAI FOO RD,7-11 葵富路,"葵涌廣場3座,葵富路","KWAI CHUNG PLAZA(BLOCK 3),KWAI FOO RD","KWAI CHUNG PLAZA(Block 3),KWAI FOO RD|葵涌廣場3座,葵富路",KWAI FOO RDKWAI CHUNG PLAZAblankblank|Phaseblank|Block3|13|Econsid5.75,13,低,高層,北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27794,20020701550017,ASP,2020-01-08,RES,blank,1983/07,5.75,526,425,10932,13529,blank,BW:24 SF (GI/NE) / ,5671451,20020701550017,2,1.0,B,blank,blank,blank,NEW KWAI FONG GDN,新葵芳花園,KWAI YI RD,葵義路,18,blank,NKC,KCTL375,NEW KWAI FONG GDN||Phase |Block B,葵義路NEW KWAI FONG GDN|Phase|BlockB,葵義路NEW KWAI FONG GDN|Phase|BlockB|1|2,葵涌,1983,37,blankblank,18 KWAI YI RD|葵義路,18 KWAI YI RD,18 葵義路,"新葵芳花園B座,葵義路","NEW KWAI FONG GDN(BLOCK B),KWAI YI RD","NEW KWAI FONG GDN(Block B),KWAI YI RD|新葵芳花園B座,葵義路",KWAI YI RDNEW KWAI FONG GDNblankblank|Phaseblank|BlockB|1|2consid5.75,1,低,低層,西北,四正,有,單位實用四正 交通方便 配套完善
28295,20071701160033,ASP,2020-06-19,RES,blank,1974/10,5.7528,0,301,0,19112,blank,blank,5741292,20071701160033,B,11.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|11|B,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|11|Bconsid5.7528,11,中,低層,西南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
27861,20031700560038,ASP,2020-03-11,RES,blank,2001/08,5.78,716,539,8073,10724,blank,blank,5685013,20031700560038,13,10.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|10|13,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|10|13consid5.78,10,很低,低層,北,沒資料,良好,單位實用四正 交通方便 配套完善
27641,19112500310056,ASP,2019-11-18,RES,blank,2001/08,5.78,716,539,8073,10724,blank,blank,5644127,19112500310056,4,13.0,B,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block B,荔景山路LAI YAN COURT|Phase|BlockB,荔景山路LAI YAN COURT|Phase|BlockB|13|4,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑B座,荔景山路","LAI YAN COURT(BLOCK B),LAI KING HILL RD","LAI YAN COURT(Block B),LAI KING HILL RD|荔欣苑B座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockB|13|4consid5.78,13,很低,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27837,20030500190076,ASP,2020-02-28,RES,blank,1983/07,5.78,526,425,10989,13600,blank,BW:24 SF (GI/NE) / ,5681265,20030500190076,2,1.0,C,blank,blank,blank,NEW KWAI FONG GDN,新葵芳花園,KWAI YI RD,葵義路,16,blank,NKC,KCTL375,NEW KWAI FONG GDN||Phase |Block C,葵義路NEW KWAI FONG GDN|Phase|BlockC,葵義路NEW KWAI FONG GDN|Phase|BlockC|1|2,葵涌,1983,37,blankblank,16 KWAI YI RD|葵義路,16 KWAI YI RD,16 葵義路,"新葵芳花園C座,葵義路","NEW KWAI FONG GDN(BLOCK C),KWAI YI RD","NEW KWAI FONG GDN(Block C),KWAI YI RD|新葵芳花園C座,葵義路",KWAI YI RDNEW KWAI FONG GDNblankblank|Phaseblank|BlockC|1|2consid5.78,1,低,中層,西南,四正,基本,單位實用四正 交通方便 配套完善
27754,20012000370044,ASP,2020-01-10,RES,blank,1992/08,5.7879999999999985,555,463,10429,12501,blank,BW:12 SF (GI/NE) / ,5664679,20012000370044,C,20.0,2,blank,blank,blank,GREENKNOLL COURT,嘉翠園,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,382,blank,NKC,KCTL416,GREENKNOLL COURT||Phase |Block 2,青山公路葵涌段GREENKNOLL COURT|Phase|Block2,青山公路葵涌段GREENKNOLL COURT|Phase|Block2|20|C,葵涌,1992,28,blankblank,382 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,382 CASTLE PEAK RD KWAI CHUNG,382 青山公路葵涌段,"嘉翠園2座,青山公路葵涌段","GREENKNOLL COURT(BLOCK 2),CASTLE PEAK RD KWAI CHUNG","GREENKNOLL COURT(Block 2),CASTLE PEAK RD KWAI CHUNG|嘉翠園2座,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGGREENKNOLL COURTblankblank|Phaseblank|Block2|20|Cconsid5.7879999999999985,20,低,高層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28161,20061701010030,ASP,2020-05-29,RES,blank,1974/10,5.7879999999999985,0,301,0,19229,blank,blank,5724719,20061701010030,A,17.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|17|A,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|17|Aconsid5.7879999999999985,17,中,中層,北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
26942,19011401870195,ASP,2019-01-08,RES,blank,1983/06,5.8,594,480,9764,12083,blank,BW:12 SF (GI/NE) / ,5484434,19011401870195,1,20.0,C,blank,blank,blank,SUN KWAI HING GDN,新葵興花園,TAI WO HAU RD,大窩口道,165,blank,NKC,KCTL377,SUN KWAI HING GDN||Phase |Block C,大窩口道SUN KWAI HING GDN|Phase|BlockC,大窩口道SUN KWAI HING GDN|Phase|BlockC|20|1,葵涌,1983,37,blankblank,165 TAI WO HAU RD|大窩口道,165 TAI WO HAU RD,165 大窩口道,"新葵興花園C座,大窩口道","SUN KWAI HING GDN(BLOCK C),TAI WO HAU RD","SUN KWAI HING GDN(Block C),TAI WO HAU RD|新葵興花園C座,大窩口道",TAI WO HAU RDSUN KWAI HING GDNblankblank|Phaseblank|BlockC|20|1consid5.8,20,低,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27603,19110700200162,ASP,2019-11-04,RES,blank,2001/08,5.8,716,539,8101,10761,blank,blank,5636619,19110700200162,5,16.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|16|5,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|16|5consid5.8,16,很低,中層,東,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27123,19041500790053,ASP,2019-03-29,RES,blank,2001/04,5.8,855,650,6784,8923,blank,blank,5526087,19041500790053,5,1.0,A,blank,blank,blank,NING FUNG COURT,寧峰苑,LEI MUK RD,梨木道,99,blank,NKC,KCTL477,NING FUNG COURT||Phase |Block A,梨木道NING FUNG COURT|Phase|BlockA,梨木道NING FUNG COURT|Phase|BlockA|1|5,葵涌,2001,19,blankblank,99 LEI MUK RD|梨木道,99 LEI MUK RD,99 梨木道,"寧峰苑A座,梨木道","NING FUNG COURT(BLOCK A),LEI MUK RD","NING FUNG COURT(Block A),LEI MUK RD|寧峰苑A座,梨木道",LEI MUK RDNING FUNG COURTblankblank|Phaseblank|BlockA|1|5consid5.8,1,很低,高層,北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27624,19111801450085,ASP,2019-11-04,RES,blank,1990/03,5.8,437,320,13272,18125,blank,BW:28 SF (GI/NE) / ,5640969,19111801450085,E,18.0,2,blank,blank,blank,KWAI CHUNG PLAZA,葵涌廣場,KWAI FOO RD,葵富路,7,11,NKC,KCTL398,KWAI CHUNG PLAZA||Phase |Block 2,葵富路KWAI CHUNG PLAZA|Phase|Block2,葵富路KWAI CHUNG PLAZA|Phase|Block2|18|E,葵涌,1990,30,blankblank,7-11 KWAI FOO RD|葵富路,7-11 KWAI FOO RD,7-11 葵富路,"葵涌廣場2座,葵富路","KWAI CHUNG PLAZA(BLOCK 2),KWAI FOO RD","KWAI CHUNG PLAZA(Block 2),KWAI FOO RD|葵涌廣場2座,葵富路",KWAI FOO RDKWAI CHUNG PLAZAblankblank|Phaseblank|Block2|18|Econsid5.8,18,低,高層,西北,沒資料,良好,單位實用四正 交通方便 配套完善
27874,20032400370012,ASP,2020-02-28,RES,blank,1981/02,5.8,718,610,8078,9508,blank,blank,5687536,20032400370012,11,25.0,blank,blank,TSUI YIU COURT,翠瑤苑,blank,blank,LAI CHI LING RD,荔枝嶺路,1,blank,NKC,KCTL373,|TSUI YIU COURT翠瑤苑|Phase |Block ,荔枝嶺路TSUI YIU COURT翠瑤苑|Phase|Block,荔枝嶺路TSUI YIU COURT翠瑤苑|Phase|Block|25|11,葵涌,1981,39,TSUI YIU COURT翠瑤苑,1 LAI CHI LING RD|荔枝嶺路,1 LAI CHI LING RD,1 荔枝嶺路,"翠瑤苑,荔枝嶺路","TSUI YIU COURT,LAI CHI LING RD","TSUI YIU COURT,LAI CHI LING RD|翠瑤苑,荔枝嶺路",LAI CHI LING RDblankTSUI YIU COURT翠瑤苑|Phaseblank|Blockblank|25|11consid5.8,25,低,低層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
27450,19081302270126,ASP,2019-08-01,RES,blank,1993/01,5.8,513,380,11306,15263,blank,BW:24 SF (GU/NU) / ,5597265,19081302270126,C,25.0,blank,blank,WAH FUNG GDN,華豐園,blank,blank,LAI KING HILL RD,荔景山路,274,blank,NKC,KCTL433,|WAH FUNG GDN華豐園|Phase |Block ,荔景山路WAH FUNG GDN華豐園|Phase|Block,荔景山路WAH FUNG GDN華豐園|Phase|Block|25|C,葵涌,1993,27,WAH FUNG GDN華豐園,274 LAI KING HILL RD|荔景山路,274 LAI KING HILL RD,274 荔景山路,"華豐園,荔景山路","WAH FUNG GDN,LAI KING HILL RD","WAH FUNG GDN,LAI KING HILL RD|華豐園,荔景山路",LAI KING HILL RDblankWAH FUNG GDN華豐園|Phaseblank|Blockblank|25|Cconsid5.8,25,低,高層,南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27164,19042501840075,ASP,2019-04-12,RES,blank,1981/04,5.82,604,520,9636,11192,blank,blank,5531981,19042501840075,3,5.0,D,blank,LAI HUNG HSE,麗虹閣,YUET LAI COURT,悅麗苑,LAI CHO RD,麗祖路,57,blank,NKC,KCTL370,YUET LAI COURT|LAI HUNG HSE麗虹閣|Phase |Block D,麗祖路YUET LAI COURTLAI HUNG HSE麗虹閣|Phase|BlockD,麗祖路YUET LAI COURTLAI HUNG HSE麗虹閣|Phase|BlockD|5|3,葵涌,1981,39,LAI HUNG HSE麗虹閣,57 LAI CHO RD|麗祖路,57 LAI CHO RD,57 麗祖路,"麗虹閣,悅麗苑,麗祖路","LAI HUNG HSE,YUET LAI COURT,LAI CHO RD","LAI HUNG HSE,YUET LAI COURT,LAI CHO RD|麗虹閣,悅麗苑,麗祖路",LAI CHO RDYUET LAI COURTLAI HUNG HSE麗虹閣|Phaseblank|BlockD|5|3consid5.82,5,低,高層,南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
26958,19012301350020,ASP,2019-01-11,RES,blank,1983/07,5.82,526,425,11065,13694,blank,BW:24 SF (GI/NE) / ,5488805,19012301350020,7,6.0,E,blank,blank,blank,NEW KWAI FONG GDN,新葵芳花園,KWAI YI RD,葵義路,12,blank,NKC,KCTL375,NEW KWAI FONG GDN||Phase |Block E,葵義路NEW KWAI FONG GDN|Phase|BlockE,葵義路NEW KWAI FONG GDN|Phase|BlockE|6|7,葵涌,1983,37,blankblank,12 KWAI YI RD|葵義路,12 KWAI YI RD,12 葵義路,"新葵芳花園E座,葵義路","NEW KWAI FONG GDN(BLOCK E),KWAI YI RD","NEW KWAI FONG GDN(Block E),KWAI YI RD|新葵芳花園E座,葵義路",KWAI YI RDNEW KWAI FONG GDNblankblank|Phaseblank|BlockE|6|7consid5.82,6,低,低層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
27686,19121000190025,ASP,2019-11-29,RES,blank,1973/08,5.83,623,505,9358,11545,F/R                                                                                ,blank,5650954,19121000190025,D,3.0,blank,blank,MAI NING BLDG,美寧大廈,blank,blank,MEI FONG ST,美芳街,3,blank,NKC,KCTL185,|MAI NING BLDG美寧大廈|Phase |Block ,美芳街MAI NING BLDG美寧大廈|Phase|Block,美芳街MAI NING BLDG美寧大廈|Phase|Block|3|D,葵涌,1973,47,MAI NING BLDG美寧大廈,3 MEI FONG ST|美芳街,3 MEI FONG ST,3 美芳街,"美寧大廈,美芳街","MAI NING BLDG,MEI FONG ST","MAI NING BLDG,MEI FONG ST|美寧大廈,美芳街",MEI FONG STblankMAI NING BLDG美寧大廈|Phaseblank|Blockblank|3|Dconsid5.83,3,中,中層,西南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27766,20012400650066,ASP,2020-01-21,RES,blank,2001/08,5.837999999999999,716,539,8154,10831,blank,blank,5666942,20012400650066,5,13.0,B,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block B,荔景山路LAI YAN COURT|Phase|BlockB,荔景山路LAI YAN COURT|Phase|BlockB|13|5,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑B座,荔景山路","LAI YAN COURT(BLOCK B),LAI KING HILL RD","LAI YAN COURT(Block B),LAI KING HILL RD|荔欣苑B座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockB|13|5consid5.837999999999999,13,很低,低層,東,沒資料,良好,業主減價 上車筍盤 歡迎約睇
